,boxscore
2537,2018-12-01-19-virginia-commonwealth
5461,2018-12-01-19-western-kentucky
4673,2018-12-01-20-arkansas
3046,2018-12-01-20-bradley
3742,2018-12-01-20-louisiana-lafayette
2061,2018-12-01-20-murray-state
4851,2018-12-01-20-seattle
3164,2018-12-01-20-south-alabama
3540,2018-12-01-20-syracuse
1423,2018-12-01-20-tennessee-martin
55,2018-12-01-20-wichita-state
5366,2018-12-01-21-arizona-state
514,2018-12-01-21-grand-canyon
3367,2018-12-01-21-houston
5548,2018-12-01-21-new-mexico-state
1265,2018-12-01-21-south-dakota-state
4929,2018-12-01-21-texas-el-paso
953,2018-12-01-21-utah-valley
1117,2018-12-01-21-weber-state
1032,2018-12-01-22-cal-state-northridge
1252,2018-12-01-22-california-baptist
1298,2018-12-01-22-california-irvine
606,2018-12-01-22-pacific
415,2018-12-01-22-saint-marys-ca
393,2018-12-01-22-san-diego
5185,2018-12-02-12-tennessee
2461,2018-12-02-13-connecticut
1214,2018-12-02-13-florida-gulf-coast
3503,2018-12-02-14-columbia
3453,2018-12-02-14-lafayette
1357,2018-12-02-14-valparaiso
2431,2018-12-02-15-missouri
90,2018-12-02-15-southern-methodist
2742,2018-12-02-16-east-carolina
4417,2018-12-02-17-nebraska
4460,2018-12-02-19-ohio-state
5599,2018-12-02-20-washington
5503,2018-12-02-22-ucla
2724,2018-12-03-18-georgetown
4428,2018-12-03-18-michigan-state
2093,2018-12-03-19-coppin-state
2480,2018-12-03-19-george-mason
5365,2018-12-03-19-georgia
810,2018-12-03-19-pittsburgh
3324,2018-12-03-19-virginia
3155,2018-12-03-20-depaul
3720,2018-12-03-20-florida-state
1997,2018-12-03-20-iowa-state
4913,2018-12-03-20-texas-am
4488,2018-12-03-20-wisconsin
3692,2018-12-03-22-pepperdine
3558,2018-12-04-18-seton-hall
2824,2018-12-04-19-american
4508,2018-12-04-19-appalachian-state
1067,2018-12-04-19-arkansas-little-rock
2853,2018-12-04-19-boston-college
4013,2018-12-04-19-boston-university
3825,2018-12-04-19-cincinnati
4360,2018-12-04-19-clemson
2009,2018-12-04-19-davidson
4612,2018-12-04-19-dayton
1452,2018-12-04-19-elon
2113,2018-12-04-19-james-madison
663,2018-12-04-19-la-salle
2059,2018-12-04-19-louisiana-tech
2697,2018-12-04-19-maine
1103,2018-12-04-19-massachusetts
3682,2018-12-04-19-njit
777,2018-12-04-19-notre-dame
4450,2018-12-04-19-penn-state
2759,2018-12-04-19-pennsylvania
2955,2018-12-04-19-presbyterian
2806,2018-12-04-19-syracuse
4666,2018-12-04-19-youngstown-state
1800,2018-12-04-20-alabama
2035,2018-12-04-20-alabama-birmingham
3099,2018-12-04-20-arkansas-state
1417,2018-12-04-20-auburn
5337,2018-12-04-20-belmont
4877,2018-12-04-20-houston
5399,2018-12-04-20-kansas
5051,2018-12-04-20-marquette
4892,2018-12-04-20-mississippi-state
1250,2018-12-04-20-mississippi-valley-state
3144,2018-12-04-20-missouri
3257,2018-12-04-20-valparaiso
1347,2018-12-04-21-colorado
1141,2018-12-04-21-memphis
572,2018-12-04-21-new-mexico-state
302,2018-12-04-21-northwestern
241,2018-12-04-21-west-virginia
700,2018-12-04-22-saint-marys-ca
3462,2018-12-05-18-connecticut
4944,2018-12-05-18-st-johns-ny
4727,2018-12-05-18-xavier
3511,2018-12-05-19-butler
2660,2018-12-05-19-cleveland-state
2521,2018-12-05-19-coastal-carolina
3495,2018-12-05-19-columbia
3535,2018-12-05-19-dartmouth
2065,2018-12-05-19-delaware
3646,2018-12-05-19-drexel
833,2018-12-05-19-duke
3290,2018-12-05-19-duquesne
1493,2018-12-05-19-eastern-kentucky
1554,2018-12-05-19-florida-atlantic
3387,2018-12-05-19-george-washington
4543,2018-12-05-19-hofstra
4414,2018-12-05-19-illinois
4561,2018-12-05-19-illinois-chicago
14,2018-12-05-19-indiana-state
1153,2018-12-05-19-ipfw
4225,2018-12-05-19-louisville
4285,2018-12-05-19-manhattan
4040,2018-12-05-19-morgan-state
1441,2018-12-05-19-north-carolina-state
3200,2018-12-05-19-old-dominion
4593,2018-12-05-19-princeton
2083,2018-12-05-19-richmond
4156,2018-12-05-19-st-bonaventure
3065,2018-12-05-19-stetson
1176,2018-12-05-19-texas-tech
4630,2018-12-05-19-toledo
3312,2018-12-05-19-vanderbilt
1587,2018-12-05-19-virginia-tech
4941,2018-12-05-19-wright-state
677,2018-12-05-19-yale
5170,2018-12-05-20-missouri-state
3132,2018-12-05-20-new-orleans
4796,2018-12-05-20-northern-illinois
103,2018-12-05-20-oral-roberts
2632,2018-12-05-20-southern-illinois
256,2018-12-05-20-texas
5184,2018-12-05-20-texas-am-corpus-christi
885,2018-12-05-20-texas-pan-american
449,2018-12-05-20-tulane
84,2018-12-05-20-tulsa
2393,2018-12-05-20-villanova
954,2018-12-05-21-air-force
503,2018-12-05-21-brigham-young
1077,2018-12-05-21-loyola-il
51,2018-12-05-21-minnesota
1521,2018-12-05-21-north-carolina
5249,2018-12-05-21-washington-state
1854,2018-12-05-21-wyoming
4743,2018-12-05-22-cal-state-fullerton
1016,2018-12-05-22-california-baptist
483,2018-12-05-22-colorado-state
374,2018-12-05-22-fresno-state
5256,2018-12-05-22-long-beach-state
4815,2018-12-05-22-portland-state
531,2018-12-05-22-san-diego-state
138,2018-12-05-22-southern-methodist
419,2018-12-05-23-california
2893,2018-12-05-23-gonzaga
4385,2018-12-06-19-fairfield
1957,2018-12-06-19-purdue
217,2018-12-06-19-wake-forest
34,2018-12-06-20-iowa
3818,2018-12-06-20-milwaukee
1289,2018-12-06-21-arizona
3691,2018-12-06-22-california-riverside
711,2018-12-06-22-san-jose-state
5427,2018-12-06-22-seattle
4642,2018-12-07-19-columbia
1453,2018-12-07-19-elon
3780,2018-12-07-19-george-mason
91,2018-12-07-19-missouri
2357,2018-12-07-19-providence
569,2018-12-07-19-saint-marys-ca
683,2018-12-07-19-stephen-f-austin
3756,2018-12-07-20-south-dakota-state
121,2018-12-07-21-southern-california
4833,2018-12-07-22-santa-clara
1040,2018-12-07-23-arizona-state
284,2018-12-08-12-florida
1845,2018-12-08-12-michigan
4710,2018-12-08-12-northwestern
2674,2018-12-08-12-oklahoma
806,2018-12-08-12-west-virginia
1680,2018-12-08-13-central-florida
3652,2018-12-08-13-holy-cross
5348,2018-12-08-13-memphis
1424,2018-12-08-13-north-carolina-asheville
4373,2018-12-08-13-saint-peters
5149,2018-12-08-13-stetson
3397,2018-12-08-13-towson
3771,2018-12-08-14-appalachian-state
4029,2018-12-08-14-binghamton
4047,2018-12-08-14-brown
3888,2018-12-08-14-cincinnati
3993,2018-12-08-14-dartmouth
5410,2018-12-08-14-drexel
4484,2018-12-08-14-fordham
592,2018-12-08-14-illinois
3285,2018-12-08-14-indiana
3297,2018-12-08-14-marshall
2170,2018-12-08-14-miami-oh
4873,2018-12-08-14-penn-state
3460,2018-12-08-14-quinnipiac
1344,2018-12-08-14-south-dakota
1172,2018-12-08-14-utah
2615,2018-12-08-14-villanova
4671,2018-12-08-14-youngstown-state
1827,2018-12-08-15-arkansas
2114,2018-12-08-15-ohio
4571,2018-12-08-15-syracuse
605,2018-12-08-16-air-force
5093,2018-12-08-16-butler
5269,2018-12-08-16-central-michigan
111,2018-12-08-16-colorado-state
432,2018-12-08-16-east-tennessee-state
2507,2018-12-08-16-george-washington
2527,2018-12-08-16-hampton
2596,2018-12-08-16-hofstra
4520,2018-12-08-16-howard
4943,2018-12-08-16-kent-state
649,2018-12-08-16-la-salle
1076,2018-12-08-16-maryland
1547,2018-12-08-16-mercer
2976,2018-12-08-16-minnesota
790,2018-12-08-16-mississippi-state
4946,2018-12-08-16-mount-st-marys
4128,2018-12-08-16-njit
5028,2018-12-08-16-northeastern
74,2018-12-08-16-oklahoma-state
3241,2018-12-08-16-robert-morris
2417,2018-12-08-16-south-alabama
1473,2018-12-08-16-south-carolina-upstate
2647,2018-12-08-16-st-bonaventure
5050,2018-12-08-16-tulsa
376,2018-12-08-16-utah-state
3483,2018-12-08-17-delaware-state
1947,2018-12-08-17-duke
3426,2018-12-08-17-marquette
632,2018-12-08-17-texas-state
1069,2018-12-08-18-arkansas-little-rock
5082,2018-12-08-18-bowling-green-state
3186,2018-12-08-18-colorado
2466,2018-12-08-18-connecticut
3831,2018-12-08-18-eastern-kentucky
299,2018-12-08-18-nebraska
3148,2018-12-08-18-north-texas
4541,2018-12-08-19-albany-ny
389,2018-12-08-19-fresno-state
4208,2018-12-08-19-southeast-missouri-state
3964,2018-12-08-19-vermont
2705,2018-12-08-20-auburn
4557,2018-12-08-20-illinois-state
5439,2018-12-08-20-kansas
3314,2018-12-08-20-middle-tennessee
4863,2018-12-08-20-north-dakota-state
900,2018-12-08-20-northern-arizona
5428,2018-12-08-20-oregon
3048,2018-12-08-20-western-illinois
702,2018-12-08-22-cal-poly
532,2018-12-08-22-california
3706,2018-12-08-22-california-irvine
1185,2018-12-08-22-california-santa-barbara
5250,2018-12-08-22-idaho
4147,2018-12-08-22-pepperdine
5285,2018-12-08-22-portland
776,2018-12-08-22-ucla
2547,2018-12-09-11-iona
3567,2018-12-09-12-niagara
3908,2018-12-09-13-alabama
1595,2018-12-09-13-chattanooga
2932,2018-12-09-13-duquesne
4395,2018-12-09-13-old-dominion
4585,2018-12-09-13-st-johns-ny
3407,2018-12-09-13-virginia
2253,2018-12-09-13-virginia-tech
2832,2018-12-09-14-delaware
3156,2018-12-09-14-georgia-tech
3625,2018-12-09-14-lipscomb
1696,2018-12-09-14-louisiana-state
2144,2018-12-09-14-wofford
2102,2018-12-09-15-coppin-state
2789,2018-12-09-15-evansville
5361,2018-12-09-15-gonzaga
4189,2018-12-09-15-saint-louis
3821,2018-12-09-16-north-dakota
1021,2018-12-09-16-san-diego
2278,2018-12-09-17-alabama-am
814,2018-12-09-17-grand-canyon
3758,2018-12-09-18-iowa-state
2818,2018-12-09-18-texas
5556,2018-12-09-19-washington-state
934,2018-12-09-21-washington
4972,2018-12-10-12-dartmouth
4294,2018-12-10-19-manhattan
2217,2018-12-10-19-marshall
401,2018-12-10-22-pacific
4746,2018-12-10-22-saint-marys-ca
2257,2018-12-11-18-liberty
1965,2018-12-11-19-central-florida
1499,2018-12-11-19-furman
1244,2018-12-11-19-louisiana-tech
3641,2018-12-11-19-maryland
3589,2018-12-11-19-maryland-baltimore-county
1392,2018-12-11-19-pennsylvania
4014,2018-12-11-19-st-francis-ny
4063,2018-12-11-19-yale
2693,2018-12-11-20-fordham
2053,2018-12-11-20-louisiana-lafayette
1681,2018-12-11-20-louisiana-monroe
2911,2018-12-11-20-south-dakota-state
4602,2018-12-11-21-minnesota
576,2018-12-11-21-new-mexico
558,2018-12-11-21-wyoming
3505,2018-12-12-19-boston-college
4637,2018-12-12-19-bryant
3683,2018-12-12-19-fairleigh-dickinson
1608,2018-12-12-19-georgia-state
5334,2018-12-12-19-louisville
1746,2018-12-12-19-mississippi
2079,2018-12-12-19-north-carolina-greensboro
1588,2018-12-12-19-presbyterian
1986,2018-12-12-19-rider
4269,2018-12-12-19-stony-brook
1101,2018-12-12-19-temple
4914,2018-12-12-19-texas-tech
978,2018-12-12-20-depaul
3218,2018-12-12-20-southern-illinois
2177,2018-12-12-20-wichita-state
1320,2018-12-12-21-boise-state
4776,2018-12-12-21-brigham-young
5354,2018-12-12-21-houston
5475,2018-12-12-22-oregon
3601,2018-12-13-19-dartmouth
2733,2018-12-13-19-duquesne
4611,2018-12-13-19-florida-international
3773,2018-12-13-19-mcneese-state
876,2018-12-13-19-missouri-kansas-city
2211,2018-12-13-19-samford
3930,2018-12-13-20-tulsa
2910,2018-12-13-20-wisconsin
4887,2018-12-13-22-cal-state-bakersfield
4854,2018-12-13-22-san-francisco
1245,2018-12-13-22-santa-clara
3174,2018-12-14-19-depaul
4500,2018-12-14-19-george-washington
713,2018-12-14-20-arkansas-state
5076,2018-12-14-21-creighton
2539,2018-12-15-11-iona
4572,2018-12-15-12-georgetown
1400,2018-12-15-12-kansas
1767,2018-12-15-12-memphis
228,2018-12-15-12-ohio-state
2867,2018-12-15-12-syracuse
3937,2018-12-15-13-boston-university
4204,2018-12-15-13-citadel
4627,2018-12-15-13-detroit-mercy
3050,2018-12-15-13-iupui
2817,2018-12-15-13-purdue
2323,2018-12-15-13-south-florida
1146,2018-12-15-14-akron
4030,2018-12-15-14-binghamton
3217,2018-12-15-14-buffalo
4323,2018-12-15-14-colgate
3119,2018-12-15-14-evansville
3865,2018-12-15-14-michigan
4443,2018-12-15-14-penn-state
2750,2018-12-15-14-pittsburgh
4486,2018-12-15-14-seton-hall
4062,2018-12-15-15-albany-ny
2110,2018-12-15-15-clemson
4258,2018-12-15-15-indiana
680,2018-12-15-15-louisiana-monroe
2365,2018-12-15-15-rice
3255,2018-12-15-15-rider
3697,2018-12-15-15-southern-utah
1515,2018-12-15-16-furman
5526,2018-12-15-16-iowa-state
5218,2018-12-15-16-louisville
2584,2018-12-15-16-richmond
2273,2018-12-15-16-south-carolina-upstate
4372,2018-12-15-16-st-francis-ny
4262,2018-12-15-16-temple
3414,2018-12-15-16-virginia-commonwealth
2171,2018-12-15-17-austin-peay
1163,2018-12-15-17-kentucky
2015,2018-12-15-17-north-carolina-greensboro
1513,2018-12-15-17-north-florida
5445,2018-12-15-17-tennessee-state
3859,2018-12-15-17-ucla
2377,2018-12-15-17-wichita-state
708,2018-12-15-18-bethune-cookman
1666,2018-12-15-18-georgia
5251,2018-12-15-18-idaho
819,2018-12-15-18-texas
5341,2018-12-15-19-alabama-birmingham
5493,2018-12-15-19-fairleigh-dickinson
1436,2018-12-15-19-high-point
4895,2018-12-15-19-missouri-kansas-city
5362,2018-12-15-19-north-carolina
1268,2018-12-15-19-northern-iowa
4862,2018-12-15-19-stanford
3317,2018-12-15-19-toledo
2889,2018-12-15-19-washington
1402,2018-12-15-19-wofford
5203,2018-12-15-20-arkansas
3032,2018-12-15-20-bradley
4303,2018-12-15-20-connecticut
4072,2018-12-15-20-kansas-state
3096,2018-12-15-20-louisiana-lafayette
5180,2018-12-15-20-mississippi-state
4151,2018-12-15-20-murray-state
1116,2018-12-15-20-nevada-las-vegas
1336,2018-12-15-20-north-dakota-state
3759,2018-12-15-20-northwestern-state
938,2018-12-15-20-texas-pan-american
3071,2018-12-15-20-xavier
1134,2018-12-15-21-nevada
135,2018-12-15-21-oklahoma
515,2018-12-15-21-oregon
1304,2018-12-15-21-utah-state
375,2018-12-15-21-weber-state
356,2018-12-15-22-california
960,2018-12-15-22-california-irvine
4802,2018-12-15-22-portland
4761,2018-12-15-22-portland-state
5288,2018-12-15-22-san-diego
920,2018-12-15-22-san-jose-state
3904,2018-12-15-23-arizona
4194,2018-12-15-23-oregon-state
1277,2018-12-15-23-saint-marys-ca
3979,2018-12-16-12-duquesne
4397,2018-12-16-13-boston-college
238,2018-12-16-13-west-virginia
3767,2018-12-16-14-coastal-carolina
1472,2018-12-16-14-elon
4502,2018-12-16-14-fordham
2248,2018-12-16-14-illinois-state
3547,2018-12-16-14-niagara
2877,2018-12-16-14-providence
2064,2018-12-16-14-stony-brook
2803,2018-12-16-14-vermont
5139,2018-12-16-15-central-florida
2630,2018-12-16-15-houston
1378,2018-12-16-15-texas-el-paso
2708,2018-12-16-15-tulsa
5164,2018-12-16-15-western-kentucky
494,2018-12-16-16-colorado-state
5027,2018-12-16-16-hartford
1980,2018-12-16-16-loyola-il
4239,2018-12-16-16-new-mexico
4747,2018-12-16-16-san-francisco
4983,2018-12-16-16-st-johns-ny
5083,2018-12-16-17-michigan-state
9,2018-12-16-17-texas-christian
1031,2018-12-16-18-cal-state-northridge
1609,2018-12-16-18-mississippi
4315,2018-12-16-18-quinnipiac
3588,2018-12-16-19-maryland-baltimore-county
5003,2018-12-16-19-northern-kentucky
80,2018-12-16-19-oklahoma-state
1243,2018-12-16-22-hawaii
2938,2018-12-17-19-cornell
4203,2018-12-17-19-florida-state
614,2018-12-17-19-georgia-tech
630,2018-12-17-19-samford
1047,2018-12-17-19-vanderbilt
4268,2018-12-17-19-wake-forest
2997,2018-12-17-20-drake
1716,2018-12-17-20-illinois-chicago
1759,2018-12-17-20-southeastern-louisiana
5378,2018-12-17-20-tulane
3158,2018-12-17-20-utah
3267,2018-12-17-20-valparaiso
1988,2018-12-17-21-montana
5289,2018-12-17-21-new-mexico-state
3067,2018-12-17-21-northern-illinois
979,2018-12-17-21-northwestern
3700,2018-12-17-22-oregon-state
4806,2018-12-17-22-portland
2597,2018-12-17-22-washington-state
5316,2018-12-18-16-alabama-birmingham
4586,2018-12-18-18-duke
2309,2018-12-18-18-georgetown
3159,2018-12-18-18-oregon
5458,2018-12-18-19-akron
4521,2018-12-18-19-american
737,2018-12-18-19-campbell
2455,2018-12-18-19-charlotte
1508,2018-12-18-19-clemson
5424,2018-12-18-19-connecticut
4678,2018-12-18-19-florida-international
5018,2018-12-18-19-georgia
3033,2018-12-18-19-georgia-southern
4118,2018-12-18-19-ipfw
2209,2018-12-18-19-kennesaw-state
4890,2018-12-18-19-mcneese-state
3899,2018-12-18-19-missouri
2104,2018-12-18-19-north-carolina-greensboro
4027,2018-12-18-19-notre-dame
4662,2018-12-18-19-ohio-state
4065,2018-12-18-19-providence
1318,2018-12-18-19-sam-houston-state
4169,2018-12-18-19-siena
1425,2018-12-18-19-stetson
2637,2018-12-18-19-vermont
2216,2018-12-18-19-wright-state
2725,2018-12-18-20-alabama
1324,2018-12-18-20-arkansas-state
63,2018-12-18-20-baylor
2952,2018-12-18-20-butler
1550,2018-12-18-20-florida
2024,2018-12-18-20-jacksonville-state
1348,2018-12-18-20-kansas
3934,2018-12-18-20-louisiana-monroe
3118,2018-12-18-20-murray-state
2866,2018-12-18-20-syracuse
1612,2018-12-18-20-tennessee-martin
951,2018-12-18-20-texas-pan-american
1208,2018-12-18-21-denver
4850,2018-12-18-21-eastern-washington
3145,2018-12-18-21-gonzaga
1438,2018-12-18-21-iowa
883,2018-12-18-21-marquette
573,2018-12-18-21-new-mexico
300,2018-12-18-21-oklahoma
368,2018-12-18-22-cal-state-bakersfield
128,2018-12-18-22-santa-clara
472,2018-12-18-22-stanford
3569,2018-12-19-11-new-hampshire
3763,2018-12-19-15-southern
4967,2018-12-19-18-seton-hall
4122,2018-12-19-18-st-johns-ny
5169,2018-12-19-19-belmont
879,2018-12-19-19-central-michigan
4352,2018-12-19-19-cleveland-state
3866,2018-12-19-19-dayton
2078,2018-12-19-19-delaware
2719,2018-12-19-19-duquesne
176,2018-12-19-19-eastern-michigan
4374,2018-12-19-19-fairleigh-dickinson
4598,2018-12-19-19-florida-state
1520,2018-12-19-19-georgia-state
1748,2018-12-19-19-grambling
4237,2018-12-19-19-indiana
629,2018-12-19-19-miami-fl
1912,2018-12-19-19-north-carolina-state
2585,2018-12-19-19-richmond
1843,2018-12-19-19-south-carolina
4048,2018-12-19-19-stony-brook
1642,2018-12-19-19-tennessee
3551,2018-12-19-19-toledo
2038,2018-12-19-19-virginia-tech
3705,2018-12-19-20-arizona
1697,2018-12-19-20-depaul
2598,2018-12-19-20-drake
2378,2018-12-19-20-kansas-state
5374,2018-12-19-20-lamar
1071,2018-12-19-20-memphis
5398,2018-12-19-20-mississippi-state
5597,2018-12-19-20-nebraska-omaha
1266,2018-12-19-20-northern-iowa
707,2018-12-19-20-quinnipiac
3766,2018-12-19-20-saint-louis
2294,2018-12-19-20-south-alabama
3258,2018-12-19-20-texas-am
89,2018-12-19-20-wichita-state
1814,2018-12-19-21-arkansas
3848,2018-12-19-21-cincinnati
1022,2018-12-19-21-new-mexico-state
842,2018-12-19-21-utah-valley
408,2018-12-19-22-fresno-state
512,2018-12-19-22-loyola-marymount
226,2018-12-19-22-saint-marys-ca
904,2018-12-19-22-san-francisco
2995,2018-12-19-22-washington-state
2731,2018-12-20-11-winthrop
4179,2018-12-20-14-holy-cross
998,2018-12-20-15-western-illinois
4292,2018-12-20-19-albany-ny
4509,2018-12-20-19-ball-state
3781,2018-12-20-19-fordham
2268,2018-12-20-19-miami-oh
4542,2018-12-20-19-monmouth
5099,2018-12-20-19-northern-kentucky
3224,2018-12-20-19-notre-dame
3931,2018-12-20-19-pittsburgh
4729,2018-12-20-19-purdue
2921,2018-12-20-19-tennessee-tech
499,2018-12-20-20-houston
1184,2018-12-20-20-north-texas
5189,2018-12-20-20-texas-am-corpus-christi
3693,2018-12-20-22-long-beach-state
4774,2018-12-20-22-portland-state
2057,2018-12-20-22-seattle
1306,2018-12-21-12-liberty
4280,2018-12-21-12-long-island-university
2646,2018-12-21-12-northeastern
1439,2018-12-21-13-bowling-green-state
4240,2018-12-21-13-oklahoma-state
740,2018-12-21-14-austin-peay
5497,2018-12-21-15-massachusetts
4201,2018-12-21-15-oregon-state
4119,2018-12-21-17-morehead-state
2419,2018-12-21-17-tulane
1299,2018-12-21-18-butler
1962,2018-12-21-18-radford
2301,2018-12-21-19-alabama-am
3366,2018-12-21-19-baylor
3604,2018-12-21-19-boston-university
4555,2018-12-21-19-central-florida
2158,2018-12-21-19-college-of-charleston
3609,2018-12-21-19-george-mason
5531,2018-12-21-19-iowa-state
3444,2018-12-21-19-lafayette
5143,2018-12-21-19-longwood
3242,2018-12-21-19-louisville
3638,2018-12-21-19-massachusetts-lowell
1537,2018-12-21-19-mercer
5021,2018-12-21-19-michigan-state
5310,2018-12-21-19-south-florida
2036,2018-12-21-19-virginia-military-institute
545,2018-12-21-19-wyoming
4613,2018-12-21-19-xavier
5339,2018-12-21-20-alabama-birmingham
5385,2018-12-21-20-lipscomb
2085,2018-12-21-20-louisiana-monroe
1650,2018-12-21-20-louisiana-state
5072,2018-12-21-20-marquette
3306,2018-12-21-20-middle-tennessee
2048,2018-12-21-20-minnesota
3171,2018-12-21-20-portland
2368,2018-12-21-20-rice
1355,2018-12-21-20-south-dakota
4438,2018-12-21-21-alabama
956,2018-12-21-21-gonzaga
319,2018-12-21-21-northwestern
264,2018-12-21-21-texas
5056,2018-12-21-21-texas-el-paso
903,2018-12-21-21-utah
5284,2018-12-21-21-washington
355,2018-12-21-22-cal-poly
463,2018-12-21-22-california
5252,2018-12-21-22-santa-clara
5268,2018-12-21-23-southern-california
2411,2018-12-22-12-alabama-am
2732,2018-12-22-12-american
1305,2018-12-22-12-campbell
1055,2018-12-22-12-georgetown
619,2018-12-22-12-georgia-tech
4164,2018-12-22-12-holy-cross
2827,2018-12-22-12-lehigh
1491,2018-12-22-12-north-carolina-state
749,2018-12-22-12-tennessee
2460,2018-12-22-12-villanova
2178,2018-12-22-12-west-virginia
