,away_defensive_rating,away_effective_field_goal_percentage,away_free_throw_attempt_rate,away_offensive_rating,away_three_point_field_goal_percentage,away_total_rebound_percentage,away_true_shooting_percentage,away_turnover_percentage,away_win_percentage,date,home_defensive_rating,home_effective_field_goal_percentage,home_free_throw_attempt_rate,home_free_throw_percentage,home_offensive_rating,home_three_point_field_goal_percentage,home_total_rebound_percentage,home_true_shooting_percentage,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,Unnamed: 0.1,winner,home_team,away_team
3500,118.2,0.385,0.277,95.5,0.417,57.7,0.428,12.1,0.278,"January 10, 2019",95.5,0.679,0.125,0.28600000000000003,118.2,0.452,42.3,0.657,15.7,8,"UIC Pavilion, Chicago, Illinois",YOUNGSTOWN-STATE,Youngstown State,65.9,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-01-10-20-illinois-chicago,2019-01-10-20-illinois-chicago,Home,ILLINOIS-CHICAGO,YOUNGSTOWN-STATE
3502,118.2,0.385,0.277,95.5,0.417,57.7,0.428,12.1,0.278,"January 10, 2019",95.5,0.679,0.125,0.28600000000000003,118.2,0.452,42.3,0.657,15.7,8,"UIC Pavilion, Chicago, Illinois",YOUNGSTOWN-STATE,Youngstown State,65.9,ILLINOIS-CHICAGO,UIC,Youngstown State,horizon,2019-01-10-20-illinois-chicago,2019-01-10-20-illinois-chicago,Home,ILLINOIS-CHICAGO,YOUNGSTOWN-STATE
3504,104.3,0.373,0.4,80.0,0.185,45.9,0.428,18.8,0.263,"January 12, 2019",80.0,0.5479999999999999,0.19,0.333,104.3,0.447,54.1,0.531,14.9,9,"UIC Pavilion, Chicago, Illinois",CLEVELAND-STATE,Cleveland State,70.1,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-01-12-16-illinois-chicago,2019-01-12-16-illinois-chicago,Home,ILLINOIS-CHICAGO,CLEVELAND-STATE
3506,104.3,0.373,0.4,80.0,0.185,45.9,0.428,18.8,0.263,"January 12, 2019",80.0,0.5479999999999999,0.19,0.333,104.3,0.447,54.1,0.531,14.9,9,"UIC Pavilion, Chicago, Illinois",CLEVELAND-STATE,Cleveland State,70.1,ILLINOIS-CHICAGO,UIC,Cleveland State,horizon,2019-01-12-16-illinois-chicago,2019-01-12-16-illinois-chicago,Home,ILLINOIS-CHICAGO,CLEVELAND-STATE
3508,112.5,0.459,0.295,95.8,0.28600000000000003,49.2,0.496,10.4,0.474,"January 17, 2019",95.8,0.547,0.585,0.742,112.5,0.462,50.8,0.598,16.3,8,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",ILLINOIS-CHICAGO,UIC,71.6,MILWAUKEE,Milwaukee,Illinois-Chicago,horizon,2019-01-17-20-milwaukee,2019-01-17-20-milwaukee,Home,MILWAUKEE,ILLINOIS-CHICAGO
3510,112.5,0.459,0.295,95.8,0.28600000000000003,49.2,0.496,10.4,0.474,"January 17, 2019",95.8,0.547,0.585,0.742,112.5,0.462,50.8,0.598,16.3,8,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",ILLINOIS-CHICAGO,UIC,71.6,MILWAUKEE,Milwaukee,Milwaukee,horizon,2019-01-17-20-milwaukee,2019-01-17-20-milwaukee,Home,MILWAUKEE,ILLINOIS-CHICAGO
3512,116.2,0.528,0.34,98.5,0.417,40.4,0.544,17.6,0.4,"January 24, 2019",98.5,0.546,0.444,0.833,116.2,0.292,59.6,0.604,17.8,10,"UIC Pavilion, Chicago, Illinois",DETROIT-MERCY,Detroit,68.0,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-01-24-20-illinois-chicago,2019-01-24-20-illinois-chicago,Home,ILLINOIS-CHICAGO,DETROIT-MERCY
3514,116.2,0.528,0.34,98.5,0.417,40.4,0.544,17.6,0.4,"January 24, 2019",98.5,0.546,0.444,0.833,116.2,0.292,59.6,0.604,17.8,10,"UIC Pavilion, Chicago, Illinois",DETROIT-MERCY,Detroit,68.0,ILLINOIS-CHICAGO,UIC,Detroit Mercy,horizon,2019-01-24-20-illinois-chicago,2019-01-24-20-illinois-chicago,Home,ILLINOIS-CHICAGO,DETROIT-MERCY
3516,89.3,0.5,0.475,106.7,0.35,48.5,0.5529999999999999,10.1,0.455,"January 26, 2019",106.7,0.393,0.443,0.7040000000000001,89.3,0.111,51.5,0.454,14.1,10,"UIC Pavilion, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,74.6,OAKLAND,Oakland,Illinois-Chicago,horizon,2019-01-26-16-illinois-chicago,2019-01-26-16-illinois-chicago,Away,OAKLAND,ILLINOIS-CHICAGO
3518,89.3,0.5,0.475,106.7,0.35,48.5,0.5529999999999999,10.1,0.455,"January 26, 2019",106.7,0.393,0.443,0.7040000000000001,89.3,0.111,51.5,0.454,14.1,10,"UIC Pavilion, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,74.6,OAKLAND,Oakland,Oakland,horizon,2019-01-26-16-illinois-chicago,2019-01-26-16-illinois-chicago,Away,OAKLAND,ILLINOIS-CHICAGO
3520,94.4,0.307,0.368,74.6,0.158,55.7,0.396,18.5,0.522,"February 1, 2019",74.6,0.54,0.34,0.765,94.4,0.381,44.3,0.5770000000000001,20.7,11,"UIC Pavilion, Chicago, Illinois",WRIGHT-STATE,Wright State,70.5,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-02-01-21-illinois-chicago,2019-02-01-21-illinois-chicago,Home,ILLINOIS-CHICAGO,WRIGHT-STATE
3522,94.4,0.307,0.368,74.6,0.158,55.7,0.396,18.5,0.522,"February 1, 2019",74.6,0.54,0.34,0.765,94.4,0.381,44.3,0.5770000000000001,20.7,11,"UIC Pavilion, Chicago, Illinois",WRIGHT-STATE,Wright State,70.5,ILLINOIS-CHICAGO,UIC,Wright State,horizon,2019-02-01-21-illinois-chicago,2019-02-01-21-illinois-chicago,Home,ILLINOIS-CHICAGO,WRIGHT-STATE
3524,94.5,0.467,0.28300000000000003,91.8,0.3,45.8,0.4920000000000001,16.2,0.75,"February 3, 2019",91.8,0.509,0.19,0.909,94.5,0.368,54.2,0.546,22.3,12,"UIC Pavilion, Chicago, Illinois",NORTHERN-KENTUCKY,Northern Kentucky,72.7,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-02-03-16-illinois-chicago,2019-02-03-16-illinois-chicago,Home,ILLINOIS-CHICAGO,NORTHERN-KENTUCKY
3526,94.5,0.467,0.28300000000000003,91.8,0.3,45.8,0.4920000000000001,16.2,0.75,"February 3, 2019",91.8,0.509,0.19,0.909,94.5,0.368,54.2,0.546,22.3,12,"UIC Pavilion, Chicago, Illinois",NORTHERN-KENTUCKY,Northern Kentucky,72.7,ILLINOIS-CHICAGO,UIC,Northern Kentucky,horizon,2019-02-03-16-illinois-chicago,2019-02-03-16-illinois-chicago,Home,ILLINOIS-CHICAGO,NORTHERN-KENTUCKY
3528,104.2,0.586,0.259,105.6,0.476,47.7,0.583,18.8,0.52,"February 9, 2019",105.6,0.444,0.476,0.633,104.2,0.28600000000000003,52.3,0.485,12.6,14,"Indiana Farmers Coliseum, Indianapolis, Indiana",IUPUI,IUPUI,72.2,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-02-09-13-iupui,2019-02-09-13-iupui,Away,ILLINOIS-CHICAGO,IUPUI
3530,104.2,0.586,0.259,105.6,0.476,47.7,0.583,18.8,0.52,"February 9, 2019",105.6,0.444,0.476,0.633,104.2,0.28600000000000003,52.3,0.485,12.6,14,"Indiana Farmers Coliseum, Indianapolis, Indiana",IUPUI,IUPUI,72.2,ILLINOIS-CHICAGO,UIC,IUPUI,horizon,2019-02-09-13-iupui,2019-02-09-13-iupui,Away,ILLINOIS-CHICAGO,IUPUI
3532,106.9,0.596,0.316,112.5,0.385,50.8,0.618,14.5,0.5379999999999999,"February 14, 2019",112.5,0.56,0.397,0.522,106.9,0.464,49.2,0.5589999999999999,12.8,7,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,72.2,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-02-14-19-cleveland-state,2019-02-14-19-cleveland-state,Away,ILLINOIS-CHICAGO,CLEVELAND-STATE
3534,106.9,0.596,0.316,112.5,0.385,50.8,0.618,14.5,0.5379999999999999,"February 14, 2019",112.5,0.56,0.397,0.522,106.9,0.464,49.2,0.5589999999999999,12.8,7,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,72.2,ILLINOIS-CHICAGO,UIC,Cleveland State,horizon,2019-02-14-19-cleveland-state,2019-02-14-19-cleveland-state,Away,ILLINOIS-CHICAGO,CLEVELAND-STATE
3536,114.1,0.531,0.51,102.8,0.261,46.6,0.6,15.5,0.519,"February 16, 2019",102.8,0.527,0.589,0.667,114.1,0.474,53.4,0.565,12.4,12,"Beeghly Center, Youngstown, Ohio",ILLINOIS-CHICAGO,UIC,70.8,YOUNGSTOWN-STATE,Youngstown State,Illinois-Chicago,horizon,2019-02-16-18-youngstown-state,2019-02-16-18-youngstown-state,Home,YOUNGSTOWN-STATE,ILLINOIS-CHICAGO
3538,114.1,0.531,0.51,102.8,0.261,46.6,0.6,15.5,0.519,"February 16, 2019",102.8,0.527,0.589,0.667,114.1,0.474,53.4,0.565,12.4,12,"Beeghly Center, Youngstown, Ohio",ILLINOIS-CHICAGO,UIC,70.8,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon,2019-02-16-18-youngstown-state,2019-02-16-18-youngstown-state,Home,YOUNGSTOWN-STATE,ILLINOIS-CHICAGO
3540,105.7,0.393,0.262,84.3,0.28600000000000003,46.9,0.43,13.9,0.31,"February 24, 2019",84.3,0.583,0.37,0.55,105.7,0.429,53.1,0.583,14.9,15,"UIC Pavilion, Chicago, Illinois",MILWAUKEE,Milwaukee,70.1,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-02-24-16-illinois-chicago,2019-02-24-16-illinois-chicago,Home,ILLINOIS-CHICAGO,MILWAUKEE
3542,105.7,0.393,0.262,84.3,0.28600000000000003,46.9,0.43,13.9,0.31,"February 24, 2019",84.3,0.583,0.37,0.55,105.7,0.429,53.1,0.583,14.9,15,"UIC Pavilion, Chicago, Illinois",MILWAUKEE,Milwaukee,70.1,ILLINOIS-CHICAGO,UIC,Milwaukee,horizon,2019-02-24-16-illinois-chicago,2019-02-24-16-illinois-chicago,Home,ILLINOIS-CHICAGO,MILWAUKEE
3544,106.2,0.5,0.246,88.9,0.34600000000000003,52.9,0.528,22.8,0.5,"February 28, 2019",88.9,0.509,0.691,0.789,106.2,0.3,47.1,0.589,13.3,14,"Athletics Center O'rena, Rochester, Michigan",ILLINOIS-CHICAGO,UIC,81.1,OAKLAND,Oakland,Illinois-Chicago,horizon,2019-02-28-19-oakland,2019-02-28-19-oakland,Home,OAKLAND,ILLINOIS-CHICAGO
3546,106.2,0.5,0.246,88.9,0.34600000000000003,52.9,0.528,22.8,0.5,"February 28, 2019",88.9,0.509,0.691,0.789,106.2,0.3,47.1,0.589,13.3,14,"Athletics Center O'rena, Rochester, Michigan",ILLINOIS-CHICAGO,UIC,81.1,OAKLAND,Oakland,Oakland,horizon,2019-02-28-19-oakland,2019-02-28-19-oakland,Home,OAKLAND,ILLINOIS-CHICAGO
3548,97.3,0.551,0.322,109.6,0.31,55.7,0.588,18.2,0.516,"March 2, 2019",109.6,0.426,0.426,0.731,97.3,0.231,44.3,0.484,15.2,11,"Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,73.2,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,2019-03-02-16-detroit-mercy,2019-03-02-16-detroit-mercy,Away,ILLINOIS-CHICAGO,DETROIT-MERCY
3550,97.3,0.551,0.322,109.6,0.31,55.7,0.588,18.2,0.516,"March 2, 2019",109.6,0.426,0.426,0.731,97.3,0.231,44.3,0.484,15.2,11,"Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,73.2,ILLINOIS-CHICAGO,UIC,Detroit Mercy,horizon,2019-03-02-16-detroit-mercy,2019-03-02-16-detroit-mercy,Away,ILLINOIS-CHICAGO,DETROIT-MERCY
3552,102.8,0.556,0.222,91.7,0.414,48.4,0.5529999999999999,26.2,0.0,"November 6, 2018",91.7,0.5,0.421,0.708,102.8,0.292,51.6,0.541,15.1,1,"Redbird Arena, Normal, Illinois",FLORIDA-GULF-COAST,Florida Gulf Coast,71.6,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-11-06-19-illinois-state,2018-11-06-19-illinois-state,Home,ILLINOIS-STATE,FLORIDA-GULF-COAST
3554,102.8,0.556,0.222,91.7,0.414,48.4,0.5529999999999999,26.2,0.0,"November 6, 2018",91.7,0.5,0.421,0.708,102.8,0.292,51.6,0.541,15.1,1,"Redbird Arena, Normal, Illinois",FLORIDA-GULF-COAST,Florida Gulf Coast,71.6,ILLINOIS-STATE,Illinois State,Florida Gulf Coast,atlantic-sun,2018-11-06-19-illinois-state,2018-11-06-19-illinois-state,Home,ILLINOIS-STATE,FLORIDA-GULF-COAST
3556,125.0,0.5760000000000001,0.097,111.3,0.419,44.9,0.591,12.8,0.5,"November 10, 2018",111.3,0.62,0.239,0.706,125.0,0.412,55.1,0.632,11.3,1,"Curb Event Center, Nashville, Tennessee",ILLINOIS-STATE,Illinois State,79.7,BELMONT,Belmont,Illinois State,mvc,2018-11-10-20-belmont,2018-11-10-20-belmont,Home,BELMONT,ILLINOIS-STATE
3558,125.0,0.5760000000000001,0.097,111.3,0.419,44.9,0.591,12.8,0.5,"November 10, 2018",111.3,0.62,0.239,0.706,125.0,0.412,55.1,0.632,11.3,1,"Curb Event Center, Nashville, Tennessee",ILLINOIS-STATE,Illinois State,79.7,BELMONT,Belmont,Belmont,ovc,2018-11-10-20-belmont,2018-11-10-20-belmont,Home,BELMONT,ILLINOIS-STATE
3560,101.4,0.408,0.467,95.9,0.158,51.5,0.484,13.2,0.0,"November 13, 2018",95.9,0.525,0.311,0.579,101.4,0.308,48.5,0.536,14.7,2,"Redbird Arena, Normal, Illinois",CHICAGO-STATE,Chicago State,73.7,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-11-13-20-illinois-state,2018-11-13-20-illinois-state,Home,ILLINOIS-STATE,CHICAGO-STATE
3562,101.4,0.408,0.467,95.9,0.158,51.5,0.484,13.2,0.0,"November 13, 2018",95.9,0.525,0.311,0.579,101.4,0.308,48.5,0.536,14.7,2,"Redbird Arena, Normal, Illinois",CHICAGO-STATE,Chicago State,73.7,ILLINOIS-STATE,Illinois State,Chicago State,wac,2018-11-13-20-illinois-state,2018-11-13-20-illinois-state,Home,ILLINOIS-STATE,CHICAGO-STATE
3564,104.3,0.377,0.369,97.1,0.171,40.3,0.445,5.0,0.6,"November 20, 2018",97.1,0.518,0.375,0.7140000000000001,104.3,0.4,59.7,0.5529999999999999,12.1,3,"John Gray Gymnasium, Grand Cayman",AKRON,Akron,69.7,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-11-20-11-illinois-state,2018-11-20-11-illinois-state,Home,ILLINOIS-STATE,AKRON
3566,104.3,0.377,0.369,97.1,0.171,40.3,0.445,5.0,0.6,"November 20, 2018",97.1,0.518,0.375,0.7140000000000001,104.3,0.4,59.7,0.5529999999999999,12.1,3,"John Gray Gymnasium, Grand Cayman",AKRON,Akron,69.7,ILLINOIS-STATE,Illinois State,Akron,mac,2018-11-20-11-illinois-state,2018-11-20-11-illinois-state,Home,ILLINOIS-STATE,AKRON
3568,101.4,0.546,0.241,97.2,0.292,54.2,0.5820000000000001,21.1,0.4,"November 21, 2018",97.2,0.525,0.246,0.6,101.4,0.4,45.8,0.536,11.7,4,"John Gray Gymnasium, Grand Cayman",BOISE-STATE,Boise State,71.7,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-11-21-13-illinois-state,2018-11-21-13-illinois-state,Home,ILLINOIS-STATE,BOISE-STATE
3570,101.4,0.546,0.241,97.2,0.292,54.2,0.5820000000000001,21.1,0.4,"November 21, 2018",97.2,0.525,0.246,0.6,101.4,0.4,45.8,0.536,11.7,4,"John Gray Gymnasium, Grand Cayman",BOISE-STATE,Boise State,71.7,ILLINOIS-STATE,Illinois State,Boise State,mwc,2018-11-21-13-illinois-state,2018-11-21-13-illinois-state,Home,ILLINOIS-STATE,BOISE-STATE
3572,109.7,0.425,0.3,86.1,0.31,43.5,0.452,10.5,0.0,"November 24, 2018",86.1,0.657,0.278,0.5329999999999999,109.7,0.464,56.5,0.6459999999999999,19.8,5,"Redbird Arena, Normal, Illinois","Lindenwood
			","Lindenwood
			",72.3,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-11-24-15-illinois-state,2018-11-24-15-illinois-state,Home,ILLINOIS-STATE,"Lindenwood
			"
3573,102.2,0.444,0.5,98.9,0.214,51.1,0.499,13.7,0.625,"November 28, 2018",98.9,0.481,0.231,0.944,102.2,0.433,48.9,0.531,13.1,6,"Redbird Arena, Normal, Illinois",BRIGHAM-YOUNG,BYU,79.8,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-11-28-20-illinois-state,2018-11-28-20-illinois-state,Home,ILLINOIS-STATE,BRIGHAM-YOUNG
3575,102.2,0.444,0.5,98.9,0.214,51.1,0.499,13.7,0.625,"November 28, 2018",98.9,0.481,0.231,0.944,102.2,0.433,48.9,0.531,13.1,6,"Redbird Arena, Normal, Illinois",BRIGHAM-YOUNG,BYU,79.8,ILLINOIS-STATE,Illinois State,Brigham Young,wcc,2018-11-28-20-illinois-state,2018-11-28-20-illinois-state,Home,ILLINOIS-STATE,BRIGHAM-YOUNG
3577,91.5,0.5,0.433,105.6,0.3,59.0,0.518,16.4,0.7140000000000001,"December 1, 2018",105.6,0.353,0.534,0.774,91.5,0.208,41.0,0.447,13.3,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,70.5,SAN-DIEGO-STATE,San Diego State,Illinois State,mvc,2018-12-01-15-illinois-state,2018-12-01-15-illinois-state,Away,SAN-DIEGO-STATE,ILLINOIS-STATE
3579,91.5,0.5,0.433,105.6,0.3,59.0,0.518,16.4,0.7140000000000001,"December 1, 2018",105.6,0.353,0.534,0.774,91.5,0.208,41.0,0.447,13.3,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,70.5,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,2018-12-01-15-illinois-state,2018-12-01-15-illinois-state,Away,SAN-DIEGO-STATE,ILLINOIS-STATE
3581,102.8,0.588,0.263,112.5,0.368,59.1,0.632,20.1,0.75,"December 8, 2018",112.5,0.4920000000000001,0.302,0.632,102.8,0.4,40.9,0.514,12.3,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,71.6,MISSISSIPPI,Ole Miss,Illinois State,mvc,2018-12-08-20-illinois-state,2018-12-08-20-illinois-state,Away,MISSISSIPPI,ILLINOIS-STATE
3583,102.8,0.588,0.263,112.5,0.368,59.1,0.632,20.1,0.75,"December 8, 2018",112.5,0.4920000000000001,0.302,0.632,102.8,0.4,40.9,0.514,12.3,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,71.6,MISSISSIPPI,Ole Miss,Mississippi,sec,2018-12-08-20-illinois-state,2018-12-08-20-illinois-state,Away,MISSISSIPPI,ILLINOIS-STATE
3585,104.8,0.4320000000000001,0.379,91.7,0.324,46.5,0.494,14.4,0.333,"December 16, 2018",91.7,0.5529999999999999,0.242,0.938,104.8,0.25,53.5,0.598,19.8,7,"Redbird Arena, Normal, Illinois",CLEVELAND-STATE,Cleveland State,74.4,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2018-12-16-14-illinois-state,2018-12-16-14-illinois-state,Home,ILLINOIS-STATE,CLEVELAND-STATE
3587,104.8,0.4320000000000001,0.379,91.7,0.324,46.5,0.494,14.4,0.333,"December 16, 2018",91.7,0.5529999999999999,0.242,0.938,104.8,0.25,53.5,0.598,19.8,7,"Redbird Arena, Normal, Illinois",CLEVELAND-STATE,Cleveland State,74.4,ILLINOIS-STATE,Illinois State,Cleveland State,horizon,2018-12-16-14-illinois-state,2018-12-16-14-illinois-state,Home,ILLINOIS-STATE,CLEVELAND-STATE
3589,118.5,0.434,0.245,86.2,0.28600000000000003,44.3,0.473,21.4,0.5379999999999999,"December 21, 2018",86.2,0.568,0.254,0.667,118.5,0.389,55.7,0.5820000000000001,10.9,10,"CFE Arena, Orlando, Florida",ILLINOIS-STATE,Illinois State,65.2,CENTRAL-FLORIDA,UCF,Illinois State,mvc,2018-12-21-19-central-florida,2018-12-21-19-central-florida,Home,CENTRAL-FLORIDA,ILLINOIS-STATE
3591,118.5,0.434,0.245,86.2,0.28600000000000003,44.3,0.473,21.4,0.5379999999999999,"December 21, 2018",86.2,0.568,0.254,0.667,118.5,0.389,55.7,0.5820000000000001,10.9,10,"CFE Arena, Orlando, Florida",ILLINOIS-STATE,Illinois State,65.2,CENTRAL-FLORIDA,UCF,Central Florida,aac,2018-12-21-19-central-florida,2018-12-21-19-central-florida,Home,CENTRAL-FLORIDA,ILLINOIS-STATE
3593,87.9,0.52,0.184,84.8,0.368,51.5,0.526,24.3,0.5,"January 2, 2019",84.8,0.443,0.377,0.55,87.9,0.333,48.5,0.464,17.4,8,"Athletics-Recreation Center, Valparaiso, Indiana",ILLINOIS-STATE,Illinois State,65.9,VALPARAISO,Valparaiso,Illinois State,mvc,2019-01-02-20-valparaiso,2019-01-02-20-valparaiso,Home,VALPARAISO,ILLINOIS-STATE
3595,87.9,0.52,0.184,84.8,0.368,51.5,0.526,24.3,0.5,"January 2, 2019",84.8,0.443,0.377,0.55,87.9,0.333,48.5,0.464,17.4,8,"Athletics-Recreation Center, Valparaiso, Indiana",ILLINOIS-STATE,Illinois State,65.9,VALPARAISO,Valparaiso,Valparaiso,mvc,2019-01-02-20-valparaiso,2019-01-02-20-valparaiso,Home,VALPARAISO,ILLINOIS-STATE
3597,87.9,0.398,0.14300000000000002,69.7,0.269,45.6,0.44,23.5,0.467,"January 5, 2019",69.7,0.424,0.254,0.5329999999999999,87.9,0.235,54.4,0.439,9.6,8,"Redbird Arena, Normal, Illinois",EVANSVILLE,Evansville,66.2,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2019-01-05-16-illinois-state,2019-01-05-16-illinois-state,Home,ILLINOIS-STATE,EVANSVILLE
3599,87.9,0.398,0.14300000000000002,69.7,0.269,45.6,0.44,23.5,0.467,"January 5, 2019",69.7,0.424,0.254,0.5329999999999999,87.9,0.235,54.4,0.439,9.6,8,"Redbird Arena, Normal, Illinois",EVANSVILLE,Evansville,66.2,ILLINOIS-STATE,Illinois State,Evansville,mvc,2019-01-05-16-illinois-state,2019-01-05-16-illinois-state,Home,ILLINOIS-STATE,EVANSVILLE
3601,107.7,0.527,0.214,106.2,0.429,56.9,0.5589999999999999,18.6,0.375,"January 8, 2019",106.2,0.574,0.241,0.615,107.7,0.273,43.1,0.5820000000000001,15.6,9,"Redbird Arena, Normal, Illinois",NORTHERN-IOWA,Northern Iowa,65.4,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2019-01-08-20-illinois-state,2019-01-08-20-illinois-state,Home,ILLINOIS-STATE,NORTHERN-IOWA
3603,107.7,0.527,0.214,106.2,0.429,56.9,0.5589999999999999,18.6,0.375,"January 8, 2019",106.2,0.574,0.241,0.615,107.7,0.273,43.1,0.5820000000000001,15.6,9,"Redbird Arena, Normal, Illinois",NORTHERN-IOWA,Northern Iowa,65.4,ILLINOIS-STATE,Illinois State,Northern Iowa,mvc,2019-01-08-20-illinois-state,2019-01-08-20-illinois-state,Home,ILLINOIS-STATE,NORTHERN-IOWA
3605,111.7,0.552,0.292,106.7,0.318,54.7,0.586,18.1,0.529,"January 12, 2019",106.7,0.55,0.32,0.75,111.7,0.313,45.3,0.5820000000000001,10.9,10,"Joseph J. Gentile Center, Chicago, Illinois",ILLINOIS-STATE,Illinois State,60.1,LOYOLA-IL,Loyola (IL),Illinois State,mvc,2019-01-12-14-loyola-il,2019-01-12-14-loyola-il,Home,LOYOLA-IL,ILLINOIS-STATE
3607,111.7,0.552,0.292,106.7,0.318,54.7,0.586,18.1,0.529,"January 12, 2019",106.7,0.55,0.32,0.75,111.7,0.313,45.3,0.5820000000000001,10.9,10,"Joseph J. Gentile Center, Chicago, Illinois",ILLINOIS-STATE,Illinois State,60.1,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,2019-01-12-14-loyola-il,2019-01-12-14-loyola-il,Home,LOYOLA-IL,ILLINOIS-STATE
3609,86.8,0.491,0.189,85.3,0.4,52.6,0.502,23.9,0.5,"January 15, 2019",85.3,0.44,0.172,0.8,86.8,0.375,47.4,0.47,18.3,10,"Redbird Arena, Normal, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,67.8,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2019-01-15-19-illinois-state,2019-01-15-19-illinois-state,Home,ILLINOIS-STATE,SOUTHERN-ILLINOIS
3611,86.8,0.491,0.189,85.3,0.4,52.6,0.502,23.9,0.5,"January 15, 2019",85.3,0.44,0.172,0.8,86.8,0.375,47.4,0.47,18.3,10,"Redbird Arena, Normal, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,67.8,ILLINOIS-STATE,Illinois State,Southern Illinois,mvc,2019-01-15-19-illinois-state,2019-01-15-19-illinois-state,Home,ILLINOIS-STATE,SOUTHERN-ILLINOIS
3613,100.0,0.615,0.385,111.4,0.526,53.6,0.634,18.7,0.579,"January 19, 2019",111.4,0.482,0.491,0.63,100.0,0.333,46.4,0.516,8.2,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,70.2,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2019-01-19-14-evansville,2019-01-19-14-evansville,Away,ILLINOIS-STATE,EVANSVILLE
3615,100.0,0.615,0.385,111.4,0.526,53.6,0.634,18.7,0.579,"January 19, 2019",111.4,0.482,0.491,0.63,100.0,0.333,46.4,0.516,8.2,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,70.2,ILLINOIS-STATE,Illinois State,Evansville,mvc,2019-01-19-14-evansville,2019-01-19-14-evansville,Away,ILLINOIS-STATE,EVANSVILLE
3617,121.4,0.434,0.311,97.1,0.28,39.4,0.486,10.3,0.55,"January 23, 2019",97.1,0.667,0.35200000000000004,0.684,121.4,0.588,60.6,0.674,13.8,10,"Carver Arena, Peoria, Illinois",ILLINOIS-STATE,Illinois State,70.0,BRADLEY,Bradley,Illinois State,mvc,2019-01-23-19-bradley,2019-01-23-19-bradley,Home,BRADLEY,ILLINOIS-STATE
3619,121.4,0.434,0.311,97.1,0.28,39.4,0.486,10.3,0.55,"January 23, 2019",97.1,0.667,0.35200000000000004,0.684,121.4,0.588,60.6,0.674,13.8,10,"Carver Arena, Peoria, Illinois",ILLINOIS-STATE,Illinois State,70.0,BRADLEY,Bradley,Bradley,mvc,2019-01-23-19-bradley,2019-01-23-19-bradley,Home,BRADLEY,ILLINOIS-STATE
3621,120.6,0.522,0.422,98.4,0.385,54.2,0.574,20.8,0.55,"January 27, 2019",98.4,0.583,0.333,0.722,120.6,0.391,45.8,0.608,11.4,12,"Redbird Arena, Normal, Illinois",INDIANA-STATE,Indiana State,63.3,ILLINOIS-STATE,Illinois State,Illinois State,mvc,2019-01-27-14-illinois-state,2019-01-27-14-illinois-state,Home,ILLINOIS-STATE,INDIANA-STATE
